text,retweet_count,success_category
RT @jonlovett: Tons of damning stuff in here but this is so funny. https://t.co/eQxrAq8Gsy https://t.co/yR3PsVGXjU,159,Medium
"RT @IMAO_: I didn’t think The Babylon Bee joke was that humorous, but the absurdity of them getting banned for calling an adult male a man…",163,Medium
RT @reddevilman18: Nada más rico que una boquita para calentarte la verga @Funny_MXXX @EncuentroGayMty https://t.co/en0jFCQT4q,139,Medium
RT @mitsumetesana: its funny and kinda sad when i read fan reviews from jpop idol female fans who went to 2wice concert and they talk about…,150,Medium
RT @TotoDru: Da funny https://t.co/7LaAL9enmx,121,Medium
"RT @JujuliaGrace: Watch this clip👇. It’s almost funny, until you remind yourself that these are the people running the country🚨",120,Medium
"RT @JolyonMaugham: Funny to think that if Rishi had struck in the first flush of Partygate, rather than sitting back and allowing Boris' he…",154,Medium
RT @rising: lea michele reading the reviews of funny girl on broadway https://t.co/hciTvNKkzo,117,Medium
RT @Bret_Sears: It's going to be funny watching @JustinTrudeau and his handlers try to censor the Internet now. Haha!,140,Medium
"RT @Imranrazikhan: Funny Lines Of The Day🤣😂.
Just Retweet don't Ask Why.
#MarchAgainstImportedGovt
 #امپورٹڈ_حکومت_نامنظور✔️
#امپوڑٹڈ_حکومت…",127,Medium
RT @nessapjm: this is so funny we know damn well we not moving to that app 😭,101,Medium
"RT @iBMeauxses: NBA fans in trouble, the Pels inherited the Saints fans. Shit finna be funny.",182,Medium
"RT @walkingnozomi: ang funny na nilaro talaga nila yung endorsement ni nadine kasi sa iba mangiyak-ngiyak yung artist, si te puro meme refe…",168,Medium
RT @jonlovett: Tons of damning stuff in here but this is so funny. https://t.co/eQxrAq8Gsy https://t.co/yR3PsVGXjU,159,Medium
"RT @Imranrazikhan: Funny Lines Of The Day🤣😂.
Just Retweet don't Ask Why.
#MarchAgainstImportedGovt
 #امپورٹڈ_حکومت_نامنظور✔️
#امپوڑٹڈ_حکومت…",127,Medium
RT @funnytiktok___: Tik tok funny masti ☀ https://t.co/k4Lr7rbvYU,183,Medium
RT @rising: lea michele reading the reviews of funny girl on broadway https://t.co/hciTvNKkzo,117,Medium
RT @jonlovett: Tons of damning stuff in here but this is so funny. https://t.co/eQxrAq8Gsy https://t.co/yR3PsVGXjU,159,Medium
"RT @Imranrazikhan: Funny Lines Of The Day🤣😂.
Just Retweet don't Ask Why.
#MarchAgainstImportedGovt
 #امپورٹڈ_حکومت_نامنظور✔️
#امپوڑٹڈ_حکومت…",127,Medium
RT @mitsumetesana: its funny and kinda sad when i read fan reviews from jpop idol female fans who went to 2wice concert and they talk about…,150,Medium
RT @jonlovett: Tons of damning stuff in here but this is so funny. https://t.co/eQxrAq8Gsy https://t.co/yR3PsVGXjU,159,Medium
"RT @JuliaDavisNews: 🫢😆 Funny, because it sounds so realistic. 
https://t.co/Vmp0JaTeHl",173,Medium
"RT @Javier_Kampa: 🍆Enjoy the Morbidity that is Present in all my Sexual Content. 

🍆Disfrutar del Morbo que está Presente en todo mi Conten…",172,Medium
RT @jonlovett: Tons of damning stuff in here but this is so funny. https://t.co/eQxrAq8Gsy https://t.co/yR3PsVGXjU,159,Medium
"RT @conejita_twink2: Me acuerdo cuando hice mi primer cruising 🔥🙊 baño público

@EncuentroGayMty @RegiolandiaMTY @Funny_MXXX https://t.co/k…",147,Medium
"RT @Imranrazikhan: Funny Lines Of The Day🤣😂.
Just Retweet don't Ask Why.
#MarchAgainstImportedGovt
 #امپورٹڈ_حکومت_نامنظور✔️
#امپوڑٹڈ_حکومت…",127,Medium
"RT @conejita_twink2: Quien quiere ser el siguiente que me lleve al hotel 🙊

@RegiolandiaMTY @Funny_MXXX @EncuentroGayMty https://t.co/djmO0…",109,Medium
RT @onnyhonnie: My horror when I learned that there are doctors that will be lying to their female married patients that STI's they have co…,120,Medium
"RT @wenjun7011: 搞笑虽搞笑，但真实！
Funny though funny, but true! https://t.co/P6rprfsNMc",126,Medium
RT @BillyM2k: the best things in life are funny,145,Medium
RT @jonlovett: Tons of damning stuff in here but this is so funny. https://t.co/eQxrAq8Gsy https://t.co/yR3PsVGXjU,159,Medium
"RT @Ant1sTM: People unironically trying to argue that anime girls totally look like real children will never stop being funny.

I'm not eve…",101,Medium
RT @ConnCFC: Coming back on Twitter to see me getting called weird for celebrating Pulisic’s winner and enjoying him knocking over Declan R…,155,Medium
RT @jonlovett: Tons of damning stuff in here but this is so funny. https://t.co/eQxrAq8Gsy https://t.co/yR3PsVGXjU,159,Medium
"RT @WifelifeXo: Good morning Pokémon fam!! New giveaway to celebrate entering the 500 follower threshold. 🥳

Enter by 
✅️Following 
🔄Retwee…",113,Medium
RT @BillyM2k: the best things in life are funny,145,Medium
RT @funnytiktok___: Tik tok funny masti ☀ https://t.co/k4Lr7rbvYU,183,Medium
"RT @WifelifeXo: Good morning Pokémon fam!! New giveaway to celebrate entering the 500 follower threshold. 🥳

Enter by 
✅️Following 
🔄Retwee…",113,Medium
RT @nessapjm: this is so funny we know damn well we not moving to that app 😭,101,Medium
RT @jonlovett: Tons of damning stuff in here but this is so funny. https://t.co/eQxrAq8Gsy https://t.co/yR3PsVGXjU,159,Medium
"RT @IMAO_: I didn’t think The Babylon Bee joke was that humorous, but the absurdity of them getting banned for calling an adult male a man…",163,Medium
RT @DARRENPHOBIC: i cannot get over the irony of jane lynch being in funny girl while lea michele is essentially blacklisted from broadway,107,Medium
RT @Puppyhotboy2: Un poquito más del veracruzano tan Rico que me dio en @HOTELAMAZONAS ufff y hay varios videos con el !!! 🤤🤤 Regresa pront…,102,Medium
"RT @starofseventh: the fact that sqh is described as 'handsome but sleazy' is incredibly funny to me
like it's not a reliable description b…",162,Medium
"RT @IMAO_: I didn’t think The Babylon Bee joke was that humorous, but the absurdity of them getting banned for calling an adult male a man…",163,Medium
"RT @Javier_Kampa: 🍆Enjoy the Morbidity that is Present in all my Sexual Content. 

🍆Disfrutar del Morbo que está Presente en todo mi Conten…",172,Medium
"RT @Kayjnr10: I remember I dmed one lady sometime back concerning a gig someone wanted to give me back in 2020 or so.

It was for ladies on…",107,Medium
RT @jephjacques: while it is *incredibly funny* that elon is spending 41 BILLION DOLLARS to buy a website because all the cool people on th…,114,Medium
"RT @iBMeauxses: NBA fans in trouble, the Pels inherited the Saints fans. Shit finna be funny.",182,Medium
RT @saintdevour: we still don't know what happened to zoro's eye during the timeskip which is so funny to me. it really could be 'titular b…,109,Medium
RT @rising: lea michele reading the reviews of funny girl on broadway https://t.co/hciTvNKkzo,117,Medium
RT @Bret_Sears: It's going to be funny watching @JustinTrudeau and his handlers try to censor the Internet now. Haha!,140,Medium
"RT @Imranrazikhan: Funny Lines Of The Day🤣😂.
Just Retweet don't Ask Why.
#MarchAgainstImportedGovt
 #امپورٹڈ_حکومت_نامنظور✔️
#امپوڑٹڈ_حکومت…",127,Medium
"RT @Javier_Kampa: 🍆Enjoy the Morbidity that is Present in all my Sexual Content. 

🍆Disfrutar del Morbo que está Presente en todo mi Conten…",172,Medium
"RT @iBMeauxses: NBA fans in trouble, the Pels inherited the Saints fans. Shit finna be funny.",182,Medium
"RT @ASHLFTV_: Petition for 5sos to do a weekly podcast cuz they’re mad funny, all those in favour say I.",193,Medium
RT @binugalaxC: i actually have a slight obsession with these color palettes and it’s not funny for my wallet https://t.co/Ead5JP7CdV,111,Medium
RT @saintdevour: we still don't know what happened to zoro's eye during the timeskip which is so funny to me. it really could be 'titular b…,109,Medium
RT @nessapjm: this is so funny we know damn well we not moving to that app 😭,101,Medium
RT @DARRENPHOBIC: i cannot get over the irony of jane lynch being in funny girl while lea michele is essentially blacklisted from broadway,107,Medium
RT @nessapjm: this is so funny we know damn well we not moving to that app 😭,101,Medium
"RT @Javier_Kampa: 🍆Enjoy the Morbidity that is Present in all my Sexual Content. 

🍆Disfrutar del Morbo que está Presente en todo mi Conten…",172,Medium
"RT @Kayjnr10: I remember I dmed one lady sometime back concerning a gig someone wanted to give me back in 2020 or so.

It was for ladies on…",107,Medium
"RT @HeroesOfArcan: 💎 Partnership💎

@HeroesOfArcan partners with @FunnycatsNFT : we have prepared a giveaway for our communities 🎉

⚔️ https…",116,Medium
"RT @Imranrazikhan: Funny Lines Of The Day🤣😂.
Just Retweet don't Ask Why.
#MarchAgainstImportedGovt
 #امپورٹڈ_حکومت_نامنظور✔️
#امپوڑٹڈ_حکومت…",127,Medium
"RT @CassandraRules: @ColumbiaBugle Gateway Pundit, Alex Jones, Project Veritas, just bring back fucking everyone. Make Twitter funny again.",170,Medium
RT @Bret_Sears: It's going to be funny watching @JustinTrudeau and his handlers try to censor the Internet now. Haha!,140,Medium
RT @nessapjm: this is so funny we know damn well we not moving to that app 😭,101,Medium
"RT @TazerBlack: This is funny cos if the cameras weren't on man, @SkitsBuddhaboy is yamming that 😂😂😂😂😂😂😂😂😂 https://t.co/6iQLdXFyEx",198,Medium
RT @rosesaresluts: this is still so funny to me https://t.co/k3lWhSCKRk,138,Medium
RT @saintdevour: we still don't know what happened to zoro's eye during the timeskip which is so funny to me. it really could be 'titular b…,109,Medium
RT @DARRENPHOBIC: i cannot get over the irony of jane lynch being in funny girl while lea michele is essentially blacklisted from broadway,107,Medium
RT @daiIytaejoon: This is so funny 😭 https://t.co/g86s3Ra2JM,136,Medium
RT @saintdevour: we still don't know what happened to zoro's eye during the timeskip which is so funny to me. it really could be 'titular b…,109,Medium
"RT @Kayjnr10: I remember I dmed one lady sometime back concerning a gig someone wanted to give me back in 2020 or so.

It was for ladies on…",107,Medium
"RT @hanabichanchan: Goshhh Net 🤣🤣🤣🤣😭😭😭😭
Why u so funny 😂😂😂
#ซีนุนิว #ZeeNuNew #NetJames https://t.co/2TTcocKFwt",137,Medium
RT @DARRENPHOBIC: i cannot get over the irony of jane lynch being in funny girl while lea michele is essentially blacklisted from broadway,107,Medium
"RT @Kayjnr10: I remember I dmed one lady sometime back concerning a gig someone wanted to give me back in 2020 or so.

It was for ladies on…",107,Medium
"RT @iBMeauxses: NBA fans in trouble, the Pels inherited the Saints fans. Shit finna be funny.",182,Medium
"RT @TazerBlack: This is funny cos if the cameras weren't on man, @SkitsBuddhaboy is yamming that 😂😂😂😂😂😂😂😂😂 https://t.co/6iQLdXFyEx",198,Medium
RT @MovieHooligan: Very funny that Elon Musk is so uncool that he’s buying Twitter for attention. That’s like when the rich kid rents the e…,151,Medium
RT @rising: lea michele reading the reviews of funny girl on broadway https://t.co/hciTvNKkzo,117,Medium
RT @onnyhonnie: My horror when I learned that there are doctors that will be lying to their female married patients that STI's they have co…,120,Medium
"RT @Imranrazikhan: Funny Lines Of The Day🤣😂.
Just Retweet don't Ask Why.
#MarchAgainstImportedGovt
 #امپورٹڈ_حکومت_نامنظور✔️
#امپوڑٹڈ_حکومت…",127,Medium
RT @nessapjm: this is so funny we know damn well we not moving to that app 😭,101,Medium
"RT @Imranrazikhan: Funny Lines Of The Day🤣😂.
Just Retweet don't Ask Why.
#MarchAgainstImportedGovt
 #امپورٹڈ_حکومت_نامنظور✔️
#امپوڑٹڈ_حکومت…",127,Medium
RT @nessapjm: this is so funny we know damn well we not moving to that app 😭,101,Medium
RT @King_freshh: My Fav Adult Actress IYKIK 👀🔥😜🤫#Trending #TikTok #TheBatman    #FunnyMemes #Funny #FunnyVideos #FunnyQuotes #Meme #Memes #…,185,Medium
"RT @Kayjnr10: I remember I dmed one lady sometime back concerning a gig someone wanted to give me back in 2020 or so.

It was for ladies on…",107,Medium
"RT @Javier_Kampa: 🍆Enjoy the Morbidity that is Present in all my Sexual Content. 

🍆Disfrutar del Morbo que está Presente en todo mi Conten…",172,Medium
"RT @Imranrazikhan: Funny Lines Of The Day🤣😂.
Just Retweet don't Ask Why.
#MarchAgainstImportedGovt
 #امپورٹڈ_حکومت_نامنظور✔️
#امپوڑٹڈ_حکومت…",127,Medium
RT @woofmeoww: Hc disliking fx is funny to me because he doesnt have a good reason to 😭 fx only left because he was following orders but hc…,198,Medium
"RT @Imranrazikhan: Funny Lines Of The Day🤣😂.
Just Retweet don't Ask Why.
#MarchAgainstImportedGovt
 #امپورٹڈ_حکومت_نامنظور✔️
#امپوڑٹڈ_حکومت…",127,Medium
"RT @iBMeauxses: NBA fans in trouble, the Pels inherited the Saints fans. Shit finna be funny.",182,Medium
"RT @Imranrazikhan: Funny Lines Of The Day🤣😂.
Just Retweet don't Ask Why.
#MarchAgainstImportedGovt
 #امپورٹڈ_حکومت_نامنظور✔️
#امپوڑٹڈ_حکومت…",127,Medium
"RT @Imranrazikhan: Funny Lines Of The Day🤣😂.
Just Retweet don't Ask Why.
#MarchAgainstImportedGovt
 #امپورٹڈ_حکومت_نامنظور✔️
#امپوڑٹڈ_حکومت…",127,Medium
RT @jessica2walton: Pretty funny 😂 #writingcommunity Who else can relate to this? 📚 https://t.co/IAcGC3MNdu,154,Medium
RT @daiIytaejoon: This is so funny 😭 https://t.co/g86s3Ra2JM,136,Medium
"RT @WifelifeXo: Good morning Pokémon fam!! New giveaway to celebrate entering the 500 follower threshold. 🥳

Enter by 
✅️Following 
🔄Retwee…",113,Medium
RT @King_freshh: Latinas FTW 🔥 Squirting 😈👀🔥😉#Trending #TikTok #TheBatman              #FunnyMemes #Funny #FunnyVideos #FunnyQuotes #Meme #…,173,Medium
"RT @Kayjnr10: I remember I dmed one lady sometime back concerning a gig someone wanted to give me back in 2020 or so.

It was for ladies on…",107,Medium
RT @Will_Kellogg: Lea seeing these Funny Girl reviews https://t.co/dXk7iUc6wm,109,Medium
RT @louvresummer: yet another that requires too much context to be properly funny https://t.co/2DCZQpAMxY,124,Medium
RT @King_freshh: Some Masturbating On The Go 🔥😉#Trending #TikTok #TheBatman              #FunnyMemes #Funny #FunnyVideos #FunnyQuotes #Meme…,122,Medium
RT @funnytiktok___: Tik tok funny masti ☀ https://t.co/kFdC8LxAti,115,Medium
RT @King_freshh: Some Squirting🥰😳 @Kingfreshhh2 •YouTube Click Link In Bio Now• ✅ #Trending #OntarioCalifornia #MEMEKBASAH #FunnyMemes #Fun…,135,Medium
"RT @iBMeauxses: NBA fans in trouble, the Pels inherited the Saints fans. Shit finna be funny.",182,Medium
RT @sandervdheijden: hi can i have more heartstopper moots im nice and funny i swear,107,Medium
"RT @UchePOkoye: Today, most of those states have gone to borrow from the Eurobond.
Some are seriously indebted and won't be able to pay in…",166,Medium
RT @King_freshh: Latinas FTW 🔥😁😈❤️😉 @kfganggg •YouTube Click Link In Bio Now• ✅ #Trending #OntarioCalifornia #MEMEKBASAH #FunnyMemes #Funny…,106,Medium
"RT @Imranrazikhan: Funny Lines Of The Day🤣😂.
Just Retweet don't Ask Why.
#MarchAgainstImportedGovt
 #امپورٹڈ_حکومت_نامنظور✔️
#امپوڑٹڈ_حکومت…",127,Medium
"RT @CassandraRules: @ColumbiaBugle Gateway Pundit, Alex Jones, Project Veritas, just bring back fucking everyone. Make Twitter funny again.",170,Medium
RT @wonshimuniverse: Its funny that everyone will be questioning and blaming his acting gigs for his absence when he's basically juggling a…,179,Medium
"RT @Kayjnr10: I remember I dmed one lady sometime back concerning a gig someone wanted to give me back in 2020 or so.

It was for ladies on…",107,Medium
"RT @IMAO_: I didn’t think The Babylon Bee joke was that humorous, but the absurdity of them getting banned for calling an adult male a man…",163,Medium
"RT @PlanetofFinks: we all know this website will forever belong to dril, no matter how much money the world's least funny dude throws at it",136,Medium
RT @King_freshh: My Fav Adult Actress IYKIK 👀🔥😜🤫#Trending #TikTok #TheBatman    #FunnyMemes #Funny #FunnyVideos #FunnyQuotes #Meme #Memes #…,185,Medium
"RT @IMAO_: I didn’t think The Babylon Bee joke was that humorous, but the absurdity of them getting banned for calling an adult male a man…",163,Medium
RT @Bret_Sears: It's going to be funny watching @JustinTrudeau and his handlers try to censor the Internet now. Haha!,140,Medium
RT @AlyssaLM48: Sykkuno: This is how we know you guys aren't OG watchers because ACTUAL people who watch me know 'yuno vest' is the origina…,124,Medium
"RT @Imranrazikhan: Funny Lines Of The Day🤣😂.
Just Retweet don't Ask Why.
#MarchAgainstImportedGovt
 #امپورٹڈ_حکومت_نامنظور✔️
#امپوڑٹڈ_حکومت…",127,Medium
